NumTrainingEpisode,AvgRewardsForAll,EpisodeReward,Alpha,Epsilon,Gamma,Lambda
359,482.06963788300834,528.0,0.2,0.05,0.8,-NA-
360,482.2,529.0,0.2,0.05,0.8,-NA-
361,482.3130193905817,523.0,0.2,0.05,0.8,-NA-
362,482.43093922651934,525.0,0.2,0.05,0.8,-NA-
363,482.5426997245179,523.0,0.2,0.05,0.8,-NA-
364,482.6703296703297,529.0,0.2,0.05,0.8,-NA-
365,482.7917808219178,527.0,0.2,0.05,0.8,-NA-
366,482.91803278688525,529.0,0.2,0.05,0.8,-NA-
367,483.03269754768394,525.0,0.2,0.05,0.8,-NA-
368,483.1576086956522,529.0,0.2,0.05,0.8,-NA-
369,480.5447154471545,-481.0,0.2,0.05,0.8,-NA-
370,480.6756756756757,529.0,0.2,0.05,0.8,-NA-
371,480.80592991913744,529.0,0.2,0.05,0.8,-NA-
372,480.93548387096774,529.0,0.2,0.05,0.8,-NA-
373,481.05898123324397,527.0,0.2,0.05,0.8,-NA-
374,481.18716577540107,529.0,0.2,0.05,0.8,-NA-
375,481.3093333333333,527.0,0.2,0.05,0.8,-NA-
376,481.4308510638298,527.0,0.2,0.05,0.8,-NA-
377,481.55172413793105,527.0,0.2,0.05,0.8,-NA-
378,481.67195767195767,527.0,0.2,0.05,0.8,-NA-
379,481.7915567282322,527.0,0.2,0.05,0.8,-NA-
380,481.91052631578947,527.0,0.2,0.05,0.8,-NA-
381,482.0314960629921,528.0,0.2,0.05,0.8,-NA-
382,482.14397905759165,525.0,0.2,0.05,0.8,-NA-
383,482.2506527415144,523.0,0.2,0.05,0.8,-NA-
384,482.3619791666667,525.0,0.2,0.05,0.8,-NA-
385,482.4831168831169,529.0,0.2,0.05,0.8,-NA-
386,482.5984455958549,527.0,0.2,0.05,0.8,-NA-
387,482.71834625323,529.0,0.2,0.05,0.8,-NA-
388,482.83762886597935,529.0,0.2,0.05,0.8,-NA-
389,482.9511568123393,527.0,0.2,0.05,0.8,-NA-
390,483.06410256410254,527.0,0.2,0.05,0.8,-NA-
391,483.18158567774935,529.0,0.2,0.05,0.8,-NA-
392,483.28826530612247,525.0,0.2,0.05,0.8,-NA-
393,483.3994910941476,527.0,0.2,0.05,0.8,-NA-
394,483.51015228426394,527.0,0.2,0.05,0.8,-NA-
395,483.62025316455697,527.0,0.2,0.05,0.8,-NA-
396,483.729797979798,527.0,0.2,0.05,0.8,-NA-
397,483.83879093198993,527.0,0.2,0.05,0.8,-NA-
398,483.95226130653265,529.0,0.2,0.05,0.8,-NA-
399,484.0551378446115,525.0,0.2,0.05,0.8,-NA-
400,484.1675,529.0,0.2,0.05,0.8,-NA-
401,484.26932668329175,525.0,0.2,0.05,0.8,-NA-
402,484.3805970149254,529.0,0.2,0.05,0.8,-NA-
403,484.49131513647643,529.0,0.2,0.05,0.8,-NA-
404,484.6014851485148,529.0,0.2,0.05,0.8,-NA-
405,484.7111111111111,529.0,0.2,0.05,0.8,-NA-
406,484.820197044335,529.0,0.2,0.05,0.8,-NA-
407,484.92383292383295,527.0,0.2,0.05,0.8,-NA-
408,485.0220588235294,525.0,0.2,0.05,0.8,-NA-
409,485.1246943765281,527.0,0.2,0.05,0.8,-NA-
410,485.2219512195122,525.0,0.2,0.05,0.8,-NA-
411,485.3284671532847,529.0,0.2,0.05,0.8,-NA-
412,485.4296116504854,527.0,0.2,0.05,0.8,-NA-
413,485.53026634382564,527.0,0.2,0.05,0.8,-NA-
414,485.6304347826087,527.0,0.2,0.05,0.8,-NA-
415,485.7301204819277,527.0,0.2,0.05,0.8,-NA-
416,485.81971153846155,523.0,0.2,0.05,0.8,-NA-
417,485.91846522781776,527.0,0.2,0.05,0.8,-NA-
418,486.00717703349284,523.0,0.2,0.05,0.8,-NA-
419,486.10501193317424,527.0,0.2,0.05,0.8,-NA-
420,486.20714285714286,529.0,0.2,0.05,0.8,-NA-
421,486.30878859857484,529.0,0.2,0.05,0.8,-NA-
422,486.40995260663504,529.0,0.2,0.05,0.8,-NA-
423,486.51063829787233,529.0,0.2,0.05,0.8,-NA-
424,486.6108490566038,529.0,0.2,0.05,0.8,-NA-
425,486.7011764705882,525.0,0.2,0.05,0.8,-NA-
426,486.7957746478873,527.0,0.2,0.05,0.8,-NA-
427,486.89461358313815,529.0,0.2,0.05,0.8,-NA-
428,486.9789719626168,523.0,0.2,0.05,0.8,-NA-
429,487.0769230769231,529.0,0.2,0.05,0.8,-NA-
430,487.1697674418605,527.0,0.2,0.05,0.8,-NA-
431,487.24825986078883,521.0,0.2,0.05,0.8,-NA-
432,487.34027777777777,527.0,0.2,0.05,0.8,-NA-
433,487.42725173210164,525.0,0.2,0.05,0.8,-NA-
434,487.5184331797235,527.0,0.2,0.05,0.8,-NA-
435,487.6137931034483,529.0,0.2,0.05,0.8,-NA-
436,487.70412844036696,527.0,0.2,0.05,0.8,-NA-
437,487.78489702517163,523.0,0.2,0.05,0.8,-NA-
438,487.8744292237443,527.0,0.2,0.05,0.8,-NA-
439,487.9498861047836,521.0,0.2,0.05,0.8,-NA-
440,488.04318181818184,529.0,0.2,0.05,0.8,-NA-
441,488.1224489795918,523.0,0.2,0.05,0.8,-NA-
442,488.19457013574663,520.0,0.2,0.05,0.8,-NA-
443,488.2731376975169,523.0,0.2,0.05,0.8,-NA-
444,488.35585585585585,525.0,0.2,0.05,0.8,-NA-
445,488.44269662921346,527.0,0.2,0.05,0.8,-NA-
446,488.5291479820628,527.0,0.2,0.05,0.8,-NA-
447,488.61073825503354,525.0,0.2,0.05,0.8,-NA-
448,488.69642857142856,527.0,0.2,0.05,0.8,-NA-
449,488.78173719376395,527.0,0.2,0.05,0.8,-NA-
