NumTrainingEpisode,AvgRewardsForAll,EpisodeReward,Alpha,Epsilon,Gamma,Lambda
399,495.9749373433584,-495.0,0.2,0.05,0.8,0.5
400,496.0475,525.0,0.2,0.05,0.8,0.5
401,496.1271820448878,528.0,0.2,0.05,0.8,0.5
402,496.2089552238806,529.0,0.2,0.05,0.8,0.5
403,496.27047146401986,521.0,0.2,0.05,0.8,0.5
404,496.34158415841586,525.0,0.2,0.05,0.8,0.5
405,496.4222222222222,529.0,0.2,0.05,0.8,0.5
406,496.4975369458128,527.0,0.2,0.05,0.8,0.5
407,496.5773955773956,529.0,0.2,0.05,0.8,0.5
408,496.65686274509807,529.0,0.2,0.05,0.8,0.5
409,496.73105134474326,527.0,0.2,0.05,0.8,0.5
410,496.8,525.0,0.2,0.05,0.8,0.5
411,496.86861313868616,525.0,0.2,0.05,0.8,0.5
412,496.94174757281553,527.0,0.2,0.05,0.8,0.5
413,497.01937046004844,529.0,0.2,0.05,0.8,0.5
414,497.09178743961354,527.0,0.2,0.05,0.8,0.5
415,497.1686746987952,529.0,0.2,0.05,0.8,0.5
416,497.2451923076923,529.0,0.2,0.05,0.8,0.5
417,497.31654676258995,527.0,0.2,0.05,0.8,0.5
418,497.39234449760767,529.0,0.2,0.05,0.8,0.5
419,497.4486873508353,521.0,0.2,0.05,0.8,0.5
420,497.51190476190476,524.0,0.2,0.05,0.8,0.5
421,497.56769596199524,521.0,0.2,0.05,0.8,0.5
422,497.62085308056874,520.0,0.2,0.05,0.8,0.5
423,497.69030732860523,527.0,0.2,0.05,0.8,0.5
424,497.75471698113205,525.0,0.2,0.05,0.8,0.5
425,497.82823529411763,529.0,0.2,0.05,0.8,0.5
426,497.90140845070425,529.0,0.2,0.05,0.8,0.5
427,497.9648711943794,525.0,0.2,0.05,0.8,0.5
428,498.0327102803738,527.0,0.2,0.05,0.8,0.5
429,498.1002331002331,527.0,0.2,0.05,0.8,0.5
430,498.1720930232558,529.0,0.2,0.05,0.8,0.5
431,498.23897911832944,527.0,0.2,0.05,0.8,0.5
432,498.30555555555554,527.0,0.2,0.05,0.8,0.5
433,498.3625866050808,523.0,0.2,0.05,0.8,0.5
434,498.42857142857144,527.0,0.2,0.05,0.8,0.5
435,498.49885057471266,529.0,0.2,0.05,0.8,0.5
436,498.5642201834862,527.0,0.2,0.05,0.8,0.5
437,498.62013729977116,523.0,0.2,0.05,0.8,0.5
438,498.6849315068493,527.0,0.2,0.05,0.8,0.5
439,498.749430523918,527.0,0.2,0.05,0.8,0.5
440,498.8068181818182,524.0,0.2,0.05,0.8,0.5
441,498.8707482993197,527.0,0.2,0.05,0.8,0.5
442,498.9321266968326,526.0,0.2,0.05,0.8,0.5
443,498.9909706546275,525.0,0.2,0.05,0.8,0.5
444,499.05405405405406,527.0,0.2,0.05,0.8,0.5
445,499.11685393258426,527.0,0.2,0.05,0.8,0.5
446,499.17488789237666,525.0,0.2,0.05,0.8,0.5
447,499.241610738255,529.0,0.2,0.05,0.8,0.5
448,499.29910714285717,525.0,0.2,0.05,0.8,0.5
449,499.3518930957684,523.0,0.2,0.05,0.8,0.5
450,499.40444444444444,523.0,0.2,0.05,0.8,0.5
451,499.47006651884703,529.0,0.2,0.05,0.8,0.5
452,499.53097345132744,527.0,0.2,0.05,0.8,0.5
453,499.5960264900662,529.0,0.2,0.05,0.8,0.5
454,499.6563876651982,527.0,0.2,0.05,0.8,0.5
455,499.7164835164835,527.0,0.2,0.05,0.8,0.5
456,499.7675438596491,523.0,0.2,0.05,0.8,0.5
457,499.82713347921225,527.0,0.2,0.05,0.8,0.5
458,499.882096069869,525.0,0.2,0.05,0.8,0.5
459,497.73202614379085,-487.0,0.2,0.05,0.8,0.5
460,497.795652173913,527.0,0.2,0.05,0.8,0.5
461,497.8546637744035,525.0,0.2,0.05,0.8,0.5
